Job Title,Company,Posted Date,Number of Applicants,Seniority Level,Job Function,Company Industry,Detail Desc,Employment Type
Data Engineer,ZebraX,3 weeks ago,78 applicants,Mid-Senior level,Information Technology,Information Technology and Services,"For southern Jakarta people, want to have a better quality of work and life? Grow together with us in CBD Bintaro, South Tangerang.

ZebraX (Indika Energy Group) is a startup in industry 4.0 solutions (SaaS, Advanced Analytics, IoT Solution, etc). Industry 4.0 empowers business leaders better control and understand every aspect of their operation and allows them to leverage instant data to boost productivity, improve processes, and drive growth.
With ZebraX, let's make Industry 4.0 ready for Indonesia.

Data Engineer

JOB DESCRIPTION:
Participate in design and development of data/analytics application and services in collaboration with other stakeholders, taking new initiatives, grow technical insight and collaborate across technology teams and non-technology stakeholders
Conduct research and evaluation of emerging cloud and data engineering frameworks 
Practice best coding standards, design patterns and code review process during project and product developments
Take initiative and be consistence, creative and problem solver
Collaborate with DevOps team for CI/CD and QA for quality assurance in the product and project delivery

SOFT COMPETENCY:
Enthusiastic, motivated and self-driven, initiative
Team work,
Agile Development and Scrum,
Positive Attitude and good communication skills,

TECHNICAL COMPETENCY:
Bachelor's or master’s degree in Computer Science or relevant.
Minimum 4 - 5 years of experience in back-end software engineer with implementation of data engineering solutions
Programming Language: Python and/or Java 
Solution Development Metholody: Agile Scrum, Kanban, DevOps 
Cloud Platform: AWS or/and Azure or/and GCP 
Databases: MySQL, Postgres, MongoDB, Cassendra, InfluxDB and/or SQLite 
Code Versioning: GitHub 
Code Review: SonarQube 
Scripting: Shell script 
Data Integration (optional): Apache Nifi  
Data Processing: Apache Spark, SQL 
Automation: CRON, Apache Airflow  
Container & Orchestration: Docker, Kubernetes  
CI/CD: Jenkins 

We do full remote working, but you have to be ready once we implement WFO.",Full-time
Data Engineer,Bibit.id,3 weeks ago,154 applicants,Mid-Senior level,Information Technology,Financial Services,"Description
Construct and maintain efficient data pipelines + warehouses for data collection
Develop necessary scripts/mini-apps to run data analysis
Conduct tests on large scale data platforms
Provide recommendations to improve data quality
Ensure and support the data architecture utilized by data scientists and analysts
Development of data processes for data modeling, mining, and data production
Giving suggestion for any data architecture for every element in organization

Requirements
Working experience of at least 2 years with exposure to Big Data, Real-time data pipelines, ETL processes and supporting tools/framework such as Airflow, spark etc
Experienced in Cloud Service environment, especially GCP + BigQuery. Skill in other Cloud Services is a big plus
Experienced third party behavior analytics tools such as Firebase / Moengage / CleverTap etc
Experienced in working with RDBMS & Non-RDBMS datastores
In conjunction with the requirement above, excellent skills in writing efficient querying language especially SQL
Experienced in utilizing popular Visualization Tools such as Tableau / Holistics / Metabase etc
Skilled in Python programming
Understand how to analyze & utilize data in order to provide value/insights for company decision making
Great understanding about investment and business in general is a big plus
Good Teamwork & Communication skills

Benefits
Supportive teammates
Health insurance benefits
Self development activities that support careers
Flexible working hours
Remote working during pandemic
Broaden your knowledge in financial investment",Full-time
Data Engineer - Jakarta,Ritase.com,3 weeks ago,Be among the first 25 applicants,Entry level,Information Technology,Information Technology and Services,"Job Description

& requirements
As a Data Engineer, you will be responsible for
designing and implementing data pipeline, data warehouse, and data mart
working with data analyst team to produce data insight and visualization
improving data quality and automating data cleansing process
implementing and maintaining ETL process
optimizing data retrieval speed and cost
Job requirement
At least 1 year experience as data engineer
Strong knowledge in database design and SQL
Experience in one or more programming language
Experience with AWS, GCP, or other cloud platform
Able to work independently with minimal supervision
Perks that you will receive at Ritase
Health insurance
Flexible working hour
Work From Home during pandemic situation
Required Skills

Data Management Data Warehouse Databases SQL",Full-time
Data Engineer,Moka,2 months ago,130 applicants,Entry level,Information Technology,Information Technology and Services,"We are one of the fastest-growing technology startups in Indonesia. We want to bring business ecosystem to everyone, and empower businesses to sell and grow.

At Moka, we believe in values, not rules. We believe that it's not about the suits or the time check-ins, but it's about delivering on our promises. We believe in taking ownership and challenging ideas. We believe in being part of the solutions, not the problem.

If you want to be part of a world-class team with a mission to empower businesses sell and grow, come join us.

Do you have a passion for data? Are you looking to push the frontiers of innovation and build the next Big Data product?

Presently, we are looking for Data Engineers who are keen to help us manage the end-to-end data pipeline and drive big data solutions.

Job Descriptions
Design, Build and Maintain Pipelines using vendor APIs to Pull/Push data to/from 3rd party tools (ex Hubspot) used by the Marketing, Sales and Operations teams.
Work closely with Sales,Marketing and Operation teams to make technical/Implementation decisions on these tools and their pipelines.
Work with Core Data Engineering / Data Warehousing team to utilise existing frameworks for the implantation of these data pipelines.
Ability to quickly resolve performance and systems incidents.

Requirements
BS in Computer Science, Computer Engineering or Information Systems.
Excellent software engineering skills in building automated, scalable and robust dataprocessing systems.
Experience with data warehouse systems design and API pipeline design.
Proficiency in SQL, bash scripts and Python (or similar languages).
Experience Working with Rest APIs and Rest API Design.
Demonstrated expertise in working with large scale quantitative data.
Excellent attention to detail and team player.

Moka is a technology company based in Jakarta (Indonesia) providing cloud-based Point-of-Sale and payment solutions that empowers small and medium-sized businesses to better sell and grow.

We are a one-stop solution for businesses. From Point-of-Sale, inventory system, and customer relationship management, to payment acceptance, business capital, and fresh ingredient management.

We are trusted by more than 40,000 merchants, and have presence in more than 200 cities across Indonesia.",Full-time
Senior Data Engineer,Flip.id,2 days ago,28 applicants,Mid-Senior level,Engineering,Financial Services,"Responsibilities:
Work closely with CTO to build the whole data pipelines + warehouses from scratch, you'll be the first member of this team;
Building and growing the team as the journey goes;
Develop necessary scripts/mini-apps to run data analysis;
Provide recommendations to improve data quality;
Ensure and support the data architecture utilized by data scientists and analysts;
Development of data processes for data modeling, mining, and data production;
Giving suggestions for any data architecture for every element in the organization.

Requirements:
Strong sense of ownership and self-starter who is target-driven and motivated;
You have led technical projects from concept, design, to delivery;
Working experience of at least 4 years with exposure to Big Data, Real-time data pipelines, ETL processes, and supporting tools/framework such as Airflow, spark, etc;
Experienced in Cloud Service environment, especially GCP + BigQuery. Skill in other Cloud Services is a big plus;
Experienced third party behavior analytics tools such as Firebase / MoEngage / CleverTap etc;
Experienced in working with RDBMS & Non-RDBMS datastores;
In conjunction with the requirement above, excellent skills in writing efficient querying language especially SQL;
Experienced in utilizing popular Visualization Tools such as Tableau / Holistics / Metabase etc;
Skilled in Python programming;
Understand how to analyze & utilize data in order to provide value/insights for company decision making;
Good Teamwork & Communication skills.",Full-time
"DATA ENGINEER , DUBAI OR REMOTE",Cobblestone Energy,1 week ago,Be among the first 25 applicants,Entry level,Information Technology,Oil & Energy,"About Cobblestone

Cobblestone Energy is an independent trading firm. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading. Although we have experienced very strong growth so far, we are still near the start of our journey. We have ambitions to go a lot further.

Energy in one form or another is fundamental to almost all the world's economic activities. By understanding the demand, supply, and logistics of these commodities, we can better understand the world.

We specialise in the proprietary trading of the short-term wholesale electricity markets across Europe. We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country and growing every day. Technology and risk management form the backbone of our business.

Over the years we have grown organically. As part of our journey to be the best in all markets we enter, we would like to welcome a Data Engineer into our team. They will already be on a successful career path and looking to take the next step with increased responsibility and be a part of our growth story.

Cobblestone Values
Lifelong learning with continuous reflection
Independent thinking through a meritocracy of ideas
The team is more important than the individual
Being the best in any market we enter
Hiring and keeping only the most effective people
Others must benefit from our existence.


Job Description

At Cobblestone Energy we are on a mission to build the most advanced European electricity trading and analytics platform, with our technology being used by our teams of commercial traders to create significant value. Being the Data Engineer of our team, you will work on exciting challenges that come with large-scale data processing, automation, and analytics. We work in an agile and highly collaborative environment and challenge the norms of traditional business leadership. We are looking for enthusiastic and resourceful engineers who are passionate about building highly reliable and performance data processing solutions. You want to help the commercial team make data-informed decisions, have a curious mindset, and are motivated to understand our business better. Developing a strong domain knowledge of our industry over time is key to long term success in this role.

This is a rare opportunity to take a leading role in the growth of a major player in the European Electricity Markets. We are looking for someone who would be committed to the long-term success of the business. We operate in the European Energy markets, but our commercial trading operations are in Dubai, UAE. This role will be recruited and on-boarded remotely. Work shall be done from your home country with periodic travels to Dubai in which case Cobblestone Energy shall handle all visa and paperwork issues on your behalf.

We are looking for an experienced Data Engineer to join our Tech team at Cobblestone Energy. You will be responsible for the server side of our applications and you will be also participating in setting the right Infrastructure and developing the needed tools for our Analytics.

If you have excellent programming skills, strong problem-solving skills, and a passion for developing and improving applications utilizing cutting edge technologies, then we would like to meet you.

Job Location:

It can be in our Dubai office or remotely with periodic travel to Dubai

Office Location:

Jumeirah Business Centre 2, Cluster V, Jumeirah Lake Towers, Dubai, United Arab Emirates

Responsibilities
Gather and address technical and design requirements.
Refactor existing applications to optimize its performance through setting the appropriate architecture and integrating the best practices and standards.
Participate in the entire application life-cycle mainly focusing on coding, debugging, and testing.
Troubleshoot and debug applications.
Support the developers through training and transfer of knowledge.
Mentor the developers and assist in the management of the team.


Requirements
BSc degree in Computer Science/Computer Engineering. Masters is a plus.
5+ years of experience as a Data Engineer.
5+ years of work experience in Java and Python.
Strong knowledge in Kafka/ Kinesis/ Redshift/ Spark is a big plus.
3+ years of experience in developing APIs (REST & SOAP protocols).
3+ years of experience in using AWS cloud and its resources/services.
Strong experience in Relational Databases (MySQL, SQL Server, PostgreSQL) and non-relational databases (Mongo DB, Cassandra. etc.)
Strong knowledge in Continuous Integration & Continuous Deployment (CI/CD) utilizing Docker containers.
Previous experience in automated testing including unit testing & UI testing.
Strong in-depth understanding of the entire web development process (design, development, and deployment)
Strong competencies in algorithms and software architecture.
Familiarity with front-end languages (e.g., HTML, JavaScript, and CSS)
Excellent analytical, time management and teamwork skills.


Some Videos For Your Reference

Who is Elexon? For the UK market, they are the system administrator.

https://www.youtube.com/watch?v=A5j-S6VGqpw#action=share

Some general information about electricity trading arrangements in the UK

https://youtu.be/UDv04q3U6e0

Elexon sushi video. Tries to explain the balancing of the UK's electricity grid

https://vimeo.com/65768597

The videos above are UK centric, but our current interest is Europe wide. Feel free to research the other markets. This is a longer video that to me explains why there is such large opportunity going forward for the electricity traders who are able to efficiently analyse supply and demand fundamentals and move power between countries, for the benefit of all.

https://youtu.be/gacGuWjqKco.

Once Europe is conquered, we do genuinely intend on going global. The American power markets look next on the plate, followed by the Australian and Japanese.",Full-time
Data Engineer,Michael Page,2 months ago,40 applicants,Entry level,Information Technology,Telecommunications,"Data Engineer
Work in a fast-growing startup
Be one of the key pioneer of a lean team

About Our Client

One of the most popular Muslim community/social media apps, who is expanding in the Southeast Asian market. Backed by one of the largest Indonesia public company and Singapore-based private equity firm.

Job Description

Design and develop of new Datawarehouse systems and pipeline including setting up process for data flows automation from various sources
Build and maintain ETL pipeline, and executing advanced SQL queries for data requests
Work collaboratively with data scientist and engineering team for development and new features release
Enormous sense of ownership in handling data engineering capabilities within the growing data team that drives business decisions and product development


The Successful Applicant

Skilled in Python, Java and/or Golang
Solid experience in database designing, preferably in MySQL
Experienced with a diverse set of data technologies. Strong in SQL and ETL skills is a mus
Experienced in setting up and managing cloud services in at least one of the major cloud solutions providers, preferably in AWS
Excellent written and verbal communication, able to switch between technical and plain language when discussing work
Analytical, innovative and entrepreneurial thinker


What's On Offer

Work in a fast-growing startup
Be one of the key pioneer of a lean team
Competitive package and flexible leave policy


Contact: Josephine Wiliputri
Quote job ref: 4180011",Full-time
Senior Data Engineer,Tjetak,7 hours ago,Be among the first 25 applicants,Associate,Information Technology,Information Technology and Services,"Job Description
Build the whole data pipelines + warehouses from scratch, you'll be one of the first member for this team
Building and growing the team as the journey goes
Develop necessary scripts/mini-apps to run data analysis
Provide recommendations to improve data quality
Ensure and support the data architecture utilized by data analysts
Development of data processes for data modeling, mining, and data production
Giving suggestion for any data architecture for every element in organization

Minimum Qualifications
Strong sense of ownership and self-starter who is target-driven and motivated
You have led technical projects from concept, design, to delivery
Working experience of at least 4 years with exposure to Big Data, Real-time data pipelines, ETL processes and supporting tools/framework such as Airflow, Spark, etc
Experienced in cloud service environment, especially GCP + BigQuery. Skill in other Cloud Services is a big plus
Experienced third party behavior analytics tools such as Firebase, MoEngage, CleverTap, etc.
Experienced in working with RDBMS & Non-RDBMS databases
In conjunction with the requirement above, excellent skills in writing efficient querying language especially SQL
Experienced in utilizing popular Visualization Tools such as Tableau, Holistics, Metabase, etc.
Skilled in Python programming
Understand how to analyze & utilize data in order to provide value/insights for company decision making
Good teamwork & communication skills",Full-time
Senior Data Engineer,Blue Bird Group,1 week ago,Be among the first 25 applicants,Associate,Information Technology,Transportation/Trucking/Railroad,"BLUE BIRD GROUP: From taxi, rental car, corporate car, rental bus, airport bus, school bus to logistics, Blue Bird Group is a holding group that is ready to cater to all your needs. To many citizens of Jakarta and many other big cities in Indonesia, Blue Bird Group isn’t just a taxi company, but a part of their lifestyle. Blue Bird Group have been transforming to digital starting several years ago and we keep innovating to be the best service to customers. Currently we have more than 100 great people in our IT department. Join us so you can see our commitment. 

SENIOR DATA ENGINEER

Job Responsibilities:
Design, develop and optimize data pipeline architecture
Implement ETL processing of data from variety of data sources using SQL and Google Cloud Big Data technologies
Work with Product, Data Scientist, and Data analyst to support the data infrastructure needs
Keep all the data secure through multiple data centers and cloud regions
Make the data accessible from analytic tools that assist data analyst to produce data insight for business improvement
 Qualifications:
Proficient in SQL and experience working with relational databases (PostgreSQL, MySQL, SQL Server) and NoSQL (Redis, Cassandra)
Strong passion and experience in programming: Python, Java, Go
Hands-on in message queueing: Kafka, PubSub, MQTT, etc
Experience in building and optimizing Big Data pipelines and architecture
Experience with GCP Big Data: Composer, BigQuery, DataFlow, Pub/Sub would be preferable
Experience with Big Data tools, such as Hadoop and Spark is a plus
Familiar with UNIX environment
Have passion in Big Data
Independent learner and self-motivated
Minimum 3 years working experience in Data Engineer role",Full-time
Data Engineer,Niagahoster - Web Hosting Unlimited Indonesia,1 week ago,27 applicants,Associate,Engineering,Information Technology and Services,"We are Niagahoster, a tech company based in Yogyakarta that provides web-hosting services. To make Niagahoster's analytics database and data pipeline is well forged on a solid and reliable architecture, we need a Data Engineer. If you are ready to be our Data Engineer, join our team now!

Responsibilities:
Construct datasets that are easy to analyze and support company requirements;
Analyzing raw data;
Improving data quality and efficiency;
Build data systems and pipelines;
Evaluate business needs and objectives;
Interpret trends and patterns;
Combine raw information from different sources;
Explore ways to enhance data quality and reliability.
Daily duties will typically include:
Develops, constructs tests and maintains architectures, such as databases and large-scale processing systems thus enable seamless data collection & analysis;
Recommend and implement method to improve data reliability, efficiency, and quality;
Develop data set processes for data modeling, mining, and production.
Job requirements
Previous experience as a data engineer or in a similar role;
Technical expertise with data models, data mining, and segmentation techniques;
Knowledge of programming languages (e.g. Java and Python);
Hands-on experience with SQL database design;
Great numerical and analytical skills;
Excellent problem solving and troubleshooting skills.
Working Advantages:
Have flexible work hours;
Enjoy working remotely (from anywhere in Indonesia);
Be a part of an inspiring working culture;
Enjoy being surrounded by smart and driven people;
Access to reference books, training courses, and international conferences to support your professional development;
Benefit from other motivational perks such as birthday prize, lottery, a special gift for the best team member, and much more!

Leave your mark within an international working environment to scale up your professional journey and discover the best version of yourself. Step Up Your Game and be a PRO!",Full-time
